OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,geo_text,census_Tract,pharm_desert_2020,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,HAI_CY
106,06,037,265303,06037265303,2653.03,Census Tract 2653.03,G5020,S,148001,0,+34.0672740,-118.4534107,216219.074219,2120.80503912,A06037265303,265303,,5,US,106,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,13
107,06,037,209510,06037209510,2095.10,Census Tract 2095.10,G5020,S,182484,0,+34.0529626,-118.2819584,266509.886719,2139.69637731,A06037209510,209510,,6,US,107,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
108,06,037,575500,06037575500,5755,Census Tract 5755,G5020,S,1316269,59885,+33.7868656,-118.2146254,1997386.29297,6518.97174819,A06037575500,575500,,7,US,108,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
109,06,037,265304,06037265304,2653.04,Census Tract 2653.04,G5020,S,130983,0,+34.0677546,-118.4511610,191360.605469,2170.44867666,A06037265304,265304,,8,US,109,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
110,06,037,117407,06037117407,1174.07,Census Tract 1174.07,G5020,S,198328,0,+34.2301059,-118.4703116,290853.371094,2175.00693301,A06037117407,117407,,9,US,110,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
111,06,037,460800,06037460800,4608,Census Tract 4608,G5020,S,6696355,47178,+34.1609430,-118.1776198,9873790.10547,15595.834546,A06037460800,460800,,10,US,111,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
112,06,037,191204,06037191204,1912.04,Census Tract 1912.04,G5020,S,201087,0,+34.0930661,-118.2982811,293953.425781,2181.81007444,A06037191204,191204,,11,US,112,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,35
113,06,037,117405,06037117405,1174.05,Census Tract 1174.05,G5020,S,201834,0,+34.2337311,-118.4702311,296020.550781,2193.37531575,A06037117405,117405,,12,US,113,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,115
114,06,037,535101,06037535101,5351.01,Census Tract 5351.01,G5020,S,1133929,0,+33.9644276,-118.2488118,1652628.99609,6059.37764974,A06037535101,535101,,13,US,114,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
115,06,037,191203,06037191203,1912.03,Census Tract 1912.03,G5020,S,205208,0,+34.0931674,-118.2939076,299977.492188,2206.30470395,A06037191203,191203,,14,US,115,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,24
116,06,037,543602,06037543602,5436.02,Census Tract 5436.02,G5020,S,1626375,0,+33.8177518,-118.2928457,2362269.57812,6338.14008461,A06037543602,543602,,15,US,116,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
117,06,037,120106,06037120106,1201.06,Census Tract 1201.06,G5020,S,205877,415,+34.2226265,-118.4563815,302482.96875,2240.20127279,A06037120106,120106,,16,US,117,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,58
118,06,037,120107,06037120107,1201.07,Census Tract 1201.07,G5020,S,202445,4839,+34.2256810,-118.4563753,303960.011719,2241.48178792,A06037120107,120107,,17,US,118,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
119,06,037,670002,06037670002,6700.02,Census Tract 6700.02,G5020,S,866932,0,+33.7944957,-118.3132363,1258518.66016,4682.96021533,A06037670002,670002,,18,US,119,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
120,06,037,119342,06037119342,1193.42,Census Tract 1193.42,G5020,S,219099,0,+34.2407686,-118.4472672,321394.324219,2252.70547228,A06037119342,119342,,19,US,120,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,94
121,06,037,543703,06037543703,5437.03,Census Tract 5437.03,G5020,S,1036654,0,+33.8035208,-118.2698996,1505220.39453,4987.54054835,A06037543703,543703,,20,US,121,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
122,06,037,212204,06037212204,2122.04,Census Tract 2122.04,G5020,S,213185,0,+34.0598252,-118.2865323,311396.140625,2264.84323081,A06037212204,212204,,21,US,122,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,26
123,06,037,540400,06037540400,5404,Census Tract 5404,G5020,S,339717,0,+33.9326760,-118.2282402,494753.265625,3045.52421855,A06037540400,540400,,22,US,123,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
124,06,037,208401,06037208401,2084.01,Census Tract 2084.01,G5020,S,229678,0,+34.0637659,-118.2691298,335512.4375,2316.49210227,A06037208401,208401,,23,US,124,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
125,06,037,221304,06037221304,2213.04,Census Tract 2213.04,G5020,S,227251,0,+34.0453620,-118.3146461,331829.164062,2321.9410981,A06037221304,221304,,24,US,125,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
126,06,037,106408,06037106408,1064.08,Census Tract 1064.08,G5020,S,229070,0,+34.3132628,-118.4400764,336598.683594,2326.25988203,A06037106408,106408,,25,US,126,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,59
127,06,037,213401,06037213401,2134.01,Census Tract 2134.01,G5020,S,196100,0,+34.0537069,-118.2879026,286397.648438,2328.44387349,A06037213401,213401,,26,US,127,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
128,06,037,216402,06037216402,2164.02,Census Tract 2164.02,G5020,S,229443,0,+34.0611535,-118.3804364,335152.15625,2357.09442802,A06037216402,216402,,27,US,128,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,53
129,06,037,209401,06037209401,2094.01,Census Tract 2094.01,G5020,S,215664,0,+34.0567212,-118.2815247,314993.21875,2346.89515336,A06037209401,209401,,28,US,129,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
130,06,037,532900,06037532900,5329,Census Tract 5329,G5020,S,767184,0,+33.9790503,-118.2520343,1118499.82422,4390.9987027,A06037532900,532900,,29,US,130,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
131,06,037,106407,06037106407,1064.07,Census Tract 1064.07,G5020,S,232136,0,+34.3105741,-118.4365572,341078.75,2348.34130843,A06037106407,106407,,30,US,131,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,64
132,06,037,209520,06037209520,2095.20,Census Tract 2095.20,G5020,S,231173,0,+34.0505519,-118.2769503,337597.058594,2381.99700152,A06037209520,209520,,31,US,132,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
133,06,037,212202,06037212202,2122.02,Census Tract 2122.02,G5020,S,206475,0,+34.0563658,-118.2879321,301569.507812,2385.67077813,A06037212202,212202,,32,US,133,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
134,06,037,221303,06037221303,2213.03,Census Tract 2213.03,G5020,S,233968,0,+34.0453825,-118.3084384,341635.078125,2387.90762511,A06037221303,221303,,33,US,134,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,25
135,06,037,600304,06037600304,6003.04,Census Tract 6003.04,G5020,S,445759,0,+33.9353608,-118.2940128,649223.914062,3557.121796,A06037600304,600304,,34,US,135,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
136,06,037,208501,06037208501,2085.01,Census Tract 2085.01,G5020,S,243219,0,+34.0695316,-118.2719463,355344.980469,2416.65568534,A06037208501,208501,,35,US,136,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,43
137,06,037,272201,06037272201,2722.01,Census Tract 2722.01,G5020,S,260003,0,+34.0003832,-118.4341265,379253.539062,2466.5402942,A06037272201,272201,,36,US,137,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,36
138,06,037,191420,06037191420,1914.20,Census Tract 1914.20,G5020,S,227178,0,+34.0851215,-118.2881029,332031.738281,2435.73666472,A06037191420,191420,,37,US,138,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,51
139,06,037,190520,06037190520,1905.20,Census Tract 1905.20,G5020,S,243960,0,+34.0999328,-118.3038048,356682.570312,2435.79395253,A06037190520,190520,,38,US,139,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,73
140,06,037,190202,06037190202,1902.02,Census Tract 1902.02,G5020,S,211376,0,+34.1034023,-118.3355352,309068.207031,2447.094344,A06037190202,190202,,39,US,140,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
141,06,037,603001,06037603001,6030.01,Census Tract 6030.01,G5020,S,1138424,0,+33.9011403,-118.2957134,1656742.26172,5971.26549042,A06037603001,603001,,40,US,141,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
142,06,037,236204,06037236204,2362.04,Census Tract 2362.04,G5020,S,229868,0,+34.0147165,-118.3491895,335410.566406,2467.56462166,A06037236204,236204,,41,US,142,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
143,06,037,195903,06037195903,1959.03,Census Tract 1959.03,G5020,S,238084,0,+34.0808128,-118.2824401,347936.066406,2484.55073044,A06037195903,195903,,42,US,143,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,43
144,06,037,224310,06037224310,2243.10,Census Tract 2243.10,G5020,S,180792,0,+34.0443840,-118.2827213,263987.601562,2492.25185739,A06037224310,224310,,43,US,144,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,38
145,06,037,208502,06037208502,2085.02,Census Tract 2085.02,G5020,S,261043,0,+34.0660490,-118.2741645,381356.421875,2497.20276846,A06037208502,208502,,44,US,145,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
146,06,037,221110,06037221110,2211.10,Census Tract 2211.10,G5020,S,234230,0,+34.0457195,-118.2878287,342022.996094,2549.32038803,A06037221110,221110,,45,US,146,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,29
147,06,037,208720,06037208720,2087.20,Census Tract 2087.20,G5020,S,164736,0,+34.0627628,-118.2811045,240641.242188,2551.067795,A06037208720,208720,,46,US,147,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
148,06,037,191720,06037191720,1917.20,Census Tract 1917.20,G5020,S,264327,0,+34.0887897,-118.3123611,386361.046875,2558.92560089,A06037191720,191720,,47,US,148,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,27
149,06,037,190201,06037190201,1902.01,Census Tract 1902.01,G5020,S,226852,0,+34.1033578,-118.3297140,331696.070312,2560.80507595,A06037190201,190201,,48,US,149,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
150,06,037,700501,06037700501,7005.01,Census Tract 7005.01,G5020,S,597660,0,+34.0876355,-118.3878327,873557.09375,5549.90280172,A06037700501,700501,,49,US,150,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
151,06,037,204120,06037204120,2041.20,Census Tract 2041.20,G5020,S,263402,0,+34.0338905,-118.2011680,384512.246094,2568.47229274,A06037204120,204120,,0,US,151,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,34
152,06,037,189905,06037189905,1899.05,Census Tract 1899.05,G5020,S,258366,0,+34.1006030,-118.3515882,377750.253906,2572.06108193,A06037189905,189905,,1,US,152,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,50
153,06,037,214503,06037214503,2145.03,Census Tract 2145.03,G5020,S,232314,0,+34.0668419,-118.3541156,339391.375,2573.3027271,A06037214503,214503,,2,US,153,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
154,06,037,191620,06037191620,1916.20,Census Tract 1916.20,G5020,S,228850,0,+34.0885854,-118.3027208,334501.109375,2587.61608143,A06037191620,191620,,3,US,154,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,18
155,06,037,208903,06037208903,2089.03,Census Tract 2089.03,G5020,S,159288,0,+34.0597997,-118.2733596,232667.8125,2594.5757654,A06037208903,208903,,4,US,155,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
156,06,037,572800,06037572800,5728,Census Tract 5728,G5020,S,1074786,0,+33.7952958,-118.2212087,1560288.17188,6100.93412022,A06037572800,572800,,5,US,156,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
157,06,037,228410,06037228410,2284.10,Census Tract 2284.10,G5020,S,277715,0,+34.0137400,-118.2691132,405214.761719,2616.86494444,A06037228410,228410,,6,US,157,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,53
158,06,037,141303,06037141303,1413.03,Census Tract 1413.03,G5020,S,262757,0,+34.1549446,-118.4552465,384662.023438,2618.77876035,A06037141303,141303,,7,US,158,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,70
159,06,037,531101,06037531101,5311.01,Census Tract 5311.01,G5020,S,699592,0,+34.0360923,-118.1885019,1021317.08203,4528.99093649,A06037531101,531101,,8,US,159,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
160,06,037,192620,06037192620,1926.20,Census Tract 1926.20,G5020,S,243560,0,+34.0776717,-118.2960541,355910.855469,2675.50109381,A06037192620,192620,,9,US,160,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
161,06,037,980013,06037980013,9800.13,Census Tract 9800.13,G5020,S,5308531,0,+33.9164971,-118.3871451,7728197,12611.7432615,A06037980013,980013,,10,US,161,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
162,06,037,269602,06037269602,2696.02,Census Tract 2696.02,G5020,S,290591,0,+34.0432688,-118.3844820,424298.253906,2699.34370446,A06037269602,269602,,11,US,162,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,27
163,06,037,264103,06037264103,2641.03,Census Tract 2641.03,G5020,S,230523,0,+34.0549771,-118.4662764,336682.300781,2713.59930486,A06037264103,264103,,12,US,163,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,56
164,06,037,267404,06037267404,2674.04,Census Tract 2674.04,G5020,S,284445,0,+34.0456314,-118.4605333,415344.589844,2715.6306266,A06037267404,267404,,13,US,164,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,56
165,06,037,214901,06037214901,2149.01,Census Tract 2149.01,G5020,S,312677,0,+34.0742811,-118.3872385,456874.320312,2725.57306255,A06037214901,214901,,14,US,165,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,48
166,06,037,302401,06037302401,3024.01,Census Tract 3024.01,G5020,S,1371141,0,+34.1316179,-118.2597456,2006166.0625,6642.08407484,A06037302401,302401,,15,US,166,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
167,06,037,191410,06037191410,1914.10,Census Tract 1914.10,G5020,S,311385,0,+34.0887621,-118.2881169,455143.433594,2740.09302387,A06037191410,191410,,16,US,167,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,30
168,06,037,269906,06037269906,2699.06,Census Tract 2699.06,G5020,S,207994,0,+34.0249593,-118.4031746,303566.488281,2748.00059037,A06037269906,269906,,17,US,168,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,67
169,06,037,221810,06037221810,2218.10,Census Tract 2218.10,G5020,S,304336,0,+34.0306568,-118.2923015,444234.492188,2751.66405984,A06037221810,221810,,18,US,169,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,14
170,06,037,600202,06037600202,6002.02,Census Tract 6002.02,G5020,S,829152,0,+33.9426036,-118.2991423,1207821.53125,5357.64929795,A06037600202,600202,,19,US,170,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
171,06,037,191110,06037191110,1911.10,Census Tract 1911.10,G5020,S,272751,0,+34.0965841,-118.3049408,398743.734375,2764.17815566,A06037191110,191110,,20,US,171,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,35
172,06,037,211410,06037211410,2114.10,Census Tract 2114.10,G5020,S,270793,0,+34.0726142,-118.3073155,395662.195312,2766.19141123,A06037211410,211410,,21,US,172,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,16
173,06,037,221120,06037221120,2211.20,Census Tract 2211.20,G5020,S,317503,0,+34.0421001,-118.2878972,463577.839844,2770.20655451,A06037221120,221120,,22,US,173,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,34
174,06,037,294810,06037294810,2948.10,Census Tract 2948.10,G5020,S,320464,0,+33.7795265,-118.2714945,465056.816406,2779.33176642,A06037294810,294810,,23,US,174,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,57
175,06,037,127103,06037127103,1271.03,Census Tract 1271.03,G5020,S,280065,5980,+34.2043745,-118.4301703,419241.097656,2784.63139768,A06037127103,127103,,24,US,175,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,98
176,06,037,269601,06037269601,2696.01,Census Tract 2696.01,G5020,S,333656,0,+34.0418546,-118.3794518,487160.855469,2790.68111991,A06037269601,269601,,25,US,176,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,29
177,06,037,211121,06037211121,2111.21,Census Tract 2111.21,G5020,S,213921,0,+34.0730100,-118.2854106,312567.097656,2799.11700634,A06037211121,211121,,26,US,177,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,26
178,06,037,204410,06037204410,2044.10,Census Tract 2044.10,G5020,S,296877,0,+34.0461881,-118.2152707,433502.960938,2801.66606552,A06037204410,204410,,27,US,178,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,69
179,06,037,204200,06037204200,2042,Census Tract 2042,G5020,S,301202,0,+34.0436195,-118.2050757,439794.3125,2806.72318662,A06037204200,204200,,28,US,179,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,49
180,06,037,203710,06037203710,2037.10,Census Tract 2037.10,G5020,S,282072,0,+34.0498932,-118.2009322,411923.195312,2806.91281963,A06037203710,203710,,29,US,180,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,40
181,06,037,269907,06037269907,2699.07,Census Tract 2699.07,G5020,S,276794,0,+34.0280469,-118.4067099,404009.363281,2807.81424284,A06037269907,269907,,30,US,181,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,64
182,06,037,269903,06037269903,2699.03,Census Tract 2699.03,G5020,S,283825,0,+34.0209031,-118.4064763,414201.863281,2839.3975538,A06037269903,269903,,31,US,182,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,46
183,06,037,204420,06037204420,2044.20,Census Tract 2044.20,G5020,S,302058,0,+34.0445316,-118.2116198,441049.59375,2820.81783585,A06037204420,204420,,32,US,183,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,31
184,06,037,208802,06037208802,2088.02,Census Tract 2088.02,G5020,S,211495,0,+34.0621454,-118.2786688,308942.429688,2837.63203986,A06037208802,208802,,33,US,184,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
185,06,037,195804,06037195804,1958.04,Census Tract 1958.04,G5020,S,335855,0,+34.0787744,-118.2728192,490796.441406,2841.43846377,A06037195804,195804,,34,US,185,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,39
186,06,037,207101,06037207101,2071.01,Census Tract 2071.01,G5020,S,300183,0,+34.0612027,-118.2448177,438488.214844,2844.53949536,A06037207101,207101,,35,US,186,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,61
187,06,037,700102,06037700102,7001.02,Census Tract 7001.02,G5020,S,490971,0,+34.0892775,-118.3538978,717644.277344,4992.95141594,A06037700102,700102,,36,US,187,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,0,0
188,06,037,117520,06037117520,1175.20,Census Tract 1175.20,G5020,S,321687,4030,+34.2300853,-118.4621861,477671.234375,2866.95085744,A06037117520,117520,,37,US,188,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,72
189,06,037,208801,06037208801,2088.01,Census Tract 2088.01,G5020,S,234245,34211,+34.0596750,-118.2770843,392130.574219,2875.382585,A06037208801,208801,,38,US,189,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,0
190,06,037,124903,06037124903,1249.03,Census Tract 1249.03,G5020,S,311405,0,+34.1666099,-118.4008675,455999.753906,2879.17992205,A06037124903,124903,,39,US,190,"BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints",2.191,2.576,1,55
